"Date","EC2-Instances($)","Redshift($)","ElastiCache($)","Elastic Container Service for Kubernetes($)","EC2-Other($)","OpenSearch Service($)","Relational Database Service($)","DocumentDB (with MongoDB compatibility)($)","CloudWatch($)","Kinesis Analytics($)","GuardDuty($)","VPC($)","Elastic Load Balancing($)","Managed Service for Prometheus($)","SageMaker($)","CloudTrail($)","DMS($)","Q($)","Neptune($)","Route 53($)","Kinesis($)","Config($)","Systems Manager($)","QuickSight($)","Inspector($)","Network Firewall($)","DevOps Guru($)","Key Management Service($)","Managed Grafana($)","Security Hub($)","S3($)","WAF($)","Identity and Access Management Access Analyzer($)","Cost Explorer($)","DynamoDB($)","Secrets Manager($)","Elastic Container Service($)","EC2 Container Registry (ECR)($)","IoT SiteWise($)","Bedrock($)","CloudWatch Events($)","IoT Events($)","AppSync($)","Glue($)","X-Ray($)","Elastic MapReduce($)","Elastic File System($)","Location Service($)","Athena($)","Backup($)","IoT($)","API Gateway($)","Lambda($)","Glacier($)","SNS($)","SQS($)","Service Catalog($)","CloudFront($)","Cognito($)","CodeBuild($)","Migration Hub Refactor Spaces($)","Elastic Container Registry Public($)","CloudFormation($)","Total costs($)"
"2024-06-14","436.9099002213","340.6728595041","365.424","214.6240959085","92.4258601714","80.7781511171","0.0599299883","45.794072825","36.830440466","20.3899999992","16.7152174962","32.6173197756","21.1674638795","32.6838311837","47.088","16.4038847387","12.768","","10.2092686152","6.2334281331","6.384","2.182","0","","5.2512","","","1.1110160088","","0.034","0.4749772927","0.3668868672","","0.0790773333","0.000013008","0.0400250032","0.0272544","0.0141488376","0.0004501768","","0.000866","","0.001468","0","0","","0.0000780548","0.00003","","0.00000042","","","0","0.0000000006","0","0","","","","","0","","","1845.7632154259"
"2024-06-15","436.0523295771","340.6728674991","365.424","214.624160177","92.5555178388","79.5584821366","0.0599299883","45.7940729667","37.5009493674","20.3899999992","16.7992804037","32.7080422112","21.311706075","32.0460133419","47.088","16.4938908174","12.768","","10.2082133352","6.2334001331","6.384","2.395","0","","5.2737292236","","","1.1110760088","","0.034","0.4742371362","0.3668880672","","0.171106","0.000013008","0.0400350032","0.027382155","0.0141488376","0.0004501768","","0.000894","","0.001476","0","0.000154","","0.0000780548","0.0000295","","0.00000042","0.00000125","","0.0000020549","","0","0","","","","","0","","","1844.5835567638"
"2024-06-16","437.2554719672","340.6728756402","365.424","214.6245035713","92.6742629739","74.1108766719","0.0599299883","45.79407312","37.7448911159","20.3899999992","16.7899350978","32.9786237312","22.135835017","26.5052629908","47.088","16.4387223243","12.768","","10.2088416552","6.2334025331","6.384","2.548","0","","5.3220040785","","","1.1110610088","","0.034","0.4736363338","0.3668808672","","0.0788336667","0.000013008","0.0400050032","0.0272544","0.0141488376","0.0004501768","","0.00101","","0.001428","0","0.000406","","0.0000780548","0.00007","","0.00000042","","","0","","0","0","","","","","0","","","1836.3007882527"
"2024-06-17","436.9675333411","340.6728832377","365.424","214.6247326298","92.7467023707","74.1557003772","0.0599299883","45.794073177","37.823351947","20.3899999992","16.7922107814","32.9832118481","22.2721957451","26.5220799028","47.088","16.4873501499","12.768","","10.2075998952","6.2333961331","6.384","2.623","0","","5.3236","","","1.1111090088","","0.034","0.4770081894","0.3668838672","","0.0811303333","0.000013008","0.0394544476","0.0272544","0.0141488376","0.0004501768","","0.000953","","0.001448","0","0.000375","","0.0000780548","0.00006","","0.00000042","","","0","","0","0","","","","","0","","","1836.4979182671"
"2024-06-18","436.7574960775","340.6728907569","365.424","214.6256516592","92.7072433274","74.7096028016","0.0599299883","45.7940733784","37.8512954993","20.3899999992","16.7701999229","32.9829262469","22.2533857469","26.5511151189","46.920838513","16.4221102063","12.768","","10.2081533352","6.2334209331","6.384","2.644","0","","5.3136","","","1.1110070088","","0.034","0.4785578419","0.3668898672","","0.0812433333","0.000013008","0.0394544476","0.0272544","0.0141488376","0.0004501768","","0.000891","","0.001488","0","0.000379","","0.0000781144","0.0000695","","0.00000042","","","0","","0","0","","","","","0","","","1836.5998584666"
"2024-06-19","436.7054686942","340.6728983178","365.424","214.6255352385","93.2579322122","74.152401219","0.0599299883","45.794073603","38.3045366171","20.3899999992","16.803376352","32.9783557238","22.2482889991","26.0448781287","47.9721983171","16.5007072011","12.768","","10.2084643752","6.2334821331","6.384","3.592","0","","5.3136","3.4365","","1.108235231","","0.034","0.4820367151","0.3668862672","","0.0807966667","0.000013008","0.0400250032","0.0272544","0.0141488376","0.0004501768","","0.001115","","0.001464","0","0.000376","","0.0000788884","0.00003","","0.00000042","","","0","","0","0","0","","","","0","","","1842.0275377334"
"2024-06-20","436.980611261","340.6729060092","365.424","214.6257551218","93.336435612","74.2013158655","0.0599299883","45.7940737608","37.9048746222","20.3899999992","16.7273380215","32.9765842583","22.2488228691","25.4074880571","48.3113333328","16.456491205","12.768","","10.2081564552","6.2334193331","6.384","3.049","5.928","","5.3262","9.48","","1.1110160088","","0.034","0.4809621261","0.3668880672","","0.0748046667","0.000013008","0.0394894476","0.0272544","0.0141488376","0.0004501768","","0.001142","","0.001476","0","0.000386","0.0029964525","0.000079077","0.0000295","","0.00000042","0.00000125","","0","","0","0","","","","","0","","","1853.0498732104"
"2024-06-21","437.2554977581","338.2363957092","365.424","214.6269723917","92.8245698519","74.1577804601","0.0599299883","45.7940738036","37.8501209854","20.3899999992","16.8009964432","32.9829867034","22.2498274956","25.7006407238","48.3113333328","16.4264532297","12.768","","10.2086832552","6.2334093331","6.384","2.938","10.368","","5.3136","9.48","","1.1109950088","","0.034","0.4815469763","0.3668850672","","0.0793393333","0.000013008","0.0394644476","0.0272544","0.0141488376","0.0004501768","","0.000879","","0.001456","0","0.000373","","0.000079077","0.00007","","0.00000042","","","0","","0","0","","","","","0","","","1854.9422262169"
"2024-06-22","437.9909412191","340.6728490707","365.424","214.6261436193","93.0308589665","74.1532270571","0.0599299883","45.7940740824","38.2506898295","20.3899999992","16.8077767855","33.2202894869","22.2482428718","25.8288439793","48.3113333328","16.620771307","12.768","","10.2096317352","6.2334029331","6.384","2.572","10.386","","5.3251621561","9.48","","1.1109890088","","0.034","0.4792362802","0.3668826672","","0.0795773333","0.0002686576","0.0400300032","0.0272544","0.0141488376","0.0004501768","","0.000991","","0.00144","0","0.000384","","0.0000790627","0.00006","","0.00000042","","","0","","0","0","","","","","0","","","1858.9439602672"
"2024-06-23","441.3671704357","340.6728301005","365.424","214.6248520568","94.0225122464","74.1622963984","0.0599299883","45.7940744282","37.8470115488","20.3899999992","16.8038794993","33.4214299458","22.2490799265","25.8597765811","48.3053486787","16.5299219562","12.768","","10.2082260552","6.7334065331","6.384","2.467","10.464","","5.364","9.48","","1.1110070088","","0.034","0.4794933746","0.3668844672","","0.0797176667","0.0000563842","0.0400100032","0.0272544","0.0141488376","0.0004501768","0.014583","0.000878","","0.001452","0","0.000387","","0.000079077","0.0000695","","0.00000042","","","0","","0","0","","","","","0","","","1863.5732176943"
"2024-06-24","440.1091409418","340.6728381081","365.424","214.6254939406","95.5302423709","74.397215444","0.0599299883","45.794074546","37.8661792907","20.3899999992","16.7568507119","33.9374104044","22.2485938592","25.8753548306","48.3113333328","16.465362119","12.768","","10.2081876552","6.2334157331","6.384","2.566","10.464","","5.364","9.48","","1.1111000088","","0.034","0.4829639818","0.3668856672","","0.0798","0.0000265628","0.0400500032","0.0272544","0.0141488376","0.0004501768","0.078027","0.000879","","0.00146","0","0.000387","","0.000079077","0.00003","","0.00000042","","","0","","0","0","","","","","0","","","1864.169165411"
"2024-06-25","441.1571473812","340.6728424071","365.424","214.6249421054","95.5471828356","74.1711312099","0.0599299883","45.7940747094","37.8942535929","20.3899999992","16.7581221597","33.9399877422","22.253123617","25.8934310333","48.3113333328","16.4014049998","12.768","","10.2092441352","6.2333913331","6.384","2.563","10.464","","5.364","9.48","","1.1110880088","","0.034","0.4867685457","0.3668838672","","0.079971","0.000013008","0.0400500032","0.0272544","0.0141488376","0.0004501768","","0.000857","","0.001448","0","0.000373","","0.000079077","0.0000295","","0.00000042","0.00000125","","0","","0","0","","","","","0","","","1864.9219586764"
"2024-06-26","441.0793390882","340.6727770821","365.424","214.6257629896","96.5469540506","74.441181369","0.0599299883","45.7940749157","39.1611156452","20.3899999992","17.0164164576","33.9502318866","22.2559102897","26.0728091541","48.3113333328","16.5259264612","12.768","","10.2083815752","6.2334169331","6.384","3.238","10.462","","5.364","9.48","","1.1110100088","","0.032","0.4886981571","0.3668796672","","0.0819006667","0.000013008","0.0400250032","0.0272544","0.0141488376","0.0004501768","","0.001136","","0.00142","0","0.000391","","0.000079077","0.00007","","0.00000042","","","0","","0","0","","","","","0","","","1868.6310376406"
"2024-06-27","438.8011230568","340.6727849217","365.424","214.6255181303","95.2770875255","74.1620067648","0.0599299883","45.7940751381","37.8186732701","20.3899999992","16.7140732626","33.859172579","22.2532785578","26.510286843","48.3113333328","16.4016655197","12.768","","10.2083978952","6.2334189331","6.384","2.404","10.464","","5.364","9.48","","1.1110010088","","0.032","0.4884672651","0.3668808672","","0.0780496667","0.0000128725","0.0400100032","0.0269705","0.0141488376","0.0004501768","","0.000871","","0.001428","0","0.000375","","0.000079077","0.00006","","0.00000042","","","0","","0","0","","","","","0","","","1862.5416304129"
"2024-06-28","438.1810195248","339.7494186244","365.424","214.6260626657","95.8602139153","74.1709929267","0.0599299883","45.7940755207","38.1917036774","20.3899999992","16.7369016473","33.8291387468","22.2512696428","26.546838416","48.3113333328","16.3790901889","12.768","","10.2087170952","6.2334109331","6.384","3.391","10.464","","5.374","9.48","","1.1110070088","","0.032","0.4899843154","0.3668874672","","0.082374","0.000013008","0.0400100032","0.0272544","0.0141488376","0.0004501768","","0.000866","","0.001472","0","0.000381","","0.000079077","0.0000695","","0.00000042","","","0","","0","0","","","","","0","","","1862.9721140594"
"2024-06-29","438.3910169651","340.6728361518","365.424","214.6253673152","95.2927177543","74.1397324263","0.0599299883","45.7940759174","37.8909538369","20.3899999992","16.7546084399","33.8287812199","22.2518889348","26.5578215605","48.3113333328","16.4697418548","12.768","","10.2086986152","6.2334101331","6.384","2.785","12.84","","5.374","9.48","","1.1110010088","","0.032","0.4869135352","0.3668886672","","0.0825746667","0.000013008","0.0400250032","0.0272544","0.0141488376","0.0004501768","","0.000884","","0.00148","0","0.016177","","0.000079077","0.00003","","0.00000042","","","0","","0","0","","","","","0","","","1865.107834246"
"2024-06-30","438.1290797282","340.672844673","365.424","214.6259338412","95.5715407321","74.1621134985","0.0599299883","45.7940760124","38.7857328812","20.3899999992","16.7653627771","33.8302330223","22.4541336117","26.5662654081","48.3113333328","16.3780442014","12.768","","10.2086990952","6.2334065331","6.384","2.386","10.462","","5.364","9.48","","1.1110280088","","0.032","0.4900578052","0.3668880672","","0.0800451613","0.000013008","0.0400350032","0.0272544","0.0141488376","0.0004501768","","0.000867","","0.001476","0","0.040718","","0.000079077","0.0000295","","0.00000042","0.00000125","","0","","0","0","","","","","0","","","1863.4118210509"
"2024-07-01","438.1031022096","340.6707603948","365.424","214.6262349643","95.7415410514","79.3127855536","0.0579967585","45.7940090882","34.2866570055","20.3593548384","46.2102672531","33.830999767","22.7920587639","57.520948794","48.3105806448","16.4824597601","12.768","","10.2074210856","9.7259260515","6.384","3.229","0","","5.374","9.48","","1.065101112","27","0.032","0.4882321005","0.3550577064","","0.0808983871","0.000013008","0.0387146768","0.0272544","0.0136924176","0.0004501768","","0.000924","","0.00146","0","0.000377","","0.0000765548","0.00007","","0.0000004064","","","0","","0","0","","","","","0","","","1945.7964259307"
"2024-07-02","438.1810647892","340.67076789","365.424","214.6253130494","95.0126528165","79.9057685272","0.0579967585","45.794009214","38.2176310465","20.3593548384","46.1411381007","33.8296994602","22.7912646707","61.2833818855","48.3105806448","16.4386768104","12.768","","10.2087187656","6.2258616515","6.384","2.242","0","","5.374","9.48","","1.065101112","","0.032","0.4868567009","0.3550589064","","0.0789490323","0.000013008","0.0387196768","0.0272544","0.0136924176","0.0004501768","","0.000876","","0.001468","0","0.000376","","0.0000765548","0.00006","","0.0000004064","","","0","","0","0","","","","","0","","","1921.8268333111"
"2024-07-03","437.6132137823","340.6707751524","365.424","214.6264362457","95.7170104874","80.1633012817","0.0579967585","45.79400949","37.4346694139","20.3593548384","45.9916965401","33.8244303551","22.7914527229","61.0074124752","48.3105806448","16.4102503326","12.768","","10.2086486856","6.2259068515","6.384","2.725","0","","5.364","9.48","","1.065101112","","0.032","0.488569648","0.3550577064","","0.0791122581","0.000013008","0.0381820424","0.0272544","0.0136924176","0.0004501768","","0.00089","","0.00146","0","0.000372","","0.0000765548","0.0000695","","0.0000004064","","","0","","0","0","","","","","0","","","1921.4544472886"
"2024-07-04","438.3911618998","340.6707825432","365.424","214.627333354","95.3535572942","80.1454745824","0.0579900424","45.7940097024","37.9568540776","20.3593548384","46.0090694804","33.8232723652","22.7914184499","32.5216618843","48.3105806448","16.4096031244","12.768","","10.2081617256","6.2258612515","6.384","2.56","0","","5.364","9.48","","1.081236144","","0.032","0.4874574746","0.3550619064","","0.0813119355","0.000013008","0.0381970424","0.0272544","0.0136924176","0.0004501768","","0.000889","","0.001488","0","0.000382","","0.0000765548","0.00003","","0.0000004064","","","0","","0","0","","","","","0","","","1893.755687727"
"2024-07-05","438.1810424727","340.547628518","365.424","214.6256826904","94.4493058782","76.2542338259","0.0579967585","45.7940098565","33.5837446199","20.3593548384","45.3557675513","33.8301068483","22.0484712352","26.6449490335","48.3105806448","16.374211263","12.768","","10.2087533256","6.2258768515","6.384","2.869","0","","5.364","9.48","","1.097356176","","0.032","0.4888886824","0.3550547064","","0.0814664516","0.000013008","0.0387446768","0.0272544","0.0136924176","0.0004501768","","0.000951","","0.00144","0","0.000363","","0.0000765548","0.0000295","","0.0000004064","0.00000125","","0","","0","0","","","","","0","","","1877.2784986185"
"2024-07-06","438.5499262407","340.670789793","365.424","214.6267765791","94.5487042051","73.7456885348","0.0579967585","45.7940100848","32.3618865001","20.3593548384","45.6366999513","33.8241494373","21.7321175214","26.6644366661","48.3105806448","16.4483972945","12.768","","10.2085644456","6.2242526665","6.384","3.562","0","","5.3753488193","9.48","","1.100173176","","0.032","0.4866935991","0.3550589064","","0.0815025806","0.000013008","0.0387146768","0.0272544","0.0136924176","0.0004501768","","0.001198","","0.001468","0","0.000545","","0.0000765548","0.00007","","0.0000004064","","","0","","0","0","","","","","0","","","1874.8965918838"
"2024-07-07","438.4269637699","340.6707971316","365.424","214.6254988677","95.274420158","73.7291975794","0.0579967585","45.7940102457","32.9327298575","20.3593548384","29.4353841146","33.822742875","21.709389003","26.7109705111","48.3105806448","16.3479539054","12.768","","10.2086952456","6.2258984515","6.384","2.374","0","","5.3661448467","9.48","","1.107850176","","0.032","0.4866768029","0.3550529064","","0.0816693548","0.000013008","0.0387196768","0.0272544","0.0136924176","0.0004501768","","0.000898","","0.001428","0","0.000362","","0.0000765548","0.00006","","0.0000004064","","","0","","0","0","","","","","0","","","1858.5849326849"
"2024-07-08","438.1550130169","340.6708043439","365.424","214.626401906","94.0421694217","73.7734856594","0.0579967585","45.7940104542","32.4976578019","20.3593548384","28.6300272329","33.8213942406","21.7094103503","26.7248175782","48.3105806448","16.2884550466","12.768","","10.2080940456","6.2241445228","6.384","2.416","0","","5.364","9.48","","1.107781176","","0.032","0.490264831","0.3550601064","","0.0796332258","0.000013008","0.0387196768","0.0272544","0.0136924176","0.0004501768","","0.00091","","0.001476","0","0.000435","","0.0000765548","0.0000695","","0.0000004064","","","0","","0","0","","","","","0","","","1855.8776543423"
"2024-07-09","438.4285477767","340.6707866517","365.424","214.6253321585","94.197589077","73.7734767384","0.0579967585","45.7940106751","32.5729872322","20.3593548384","28.8662830414","33.9109426091","21.7095555999","26.3117601695","48.3105806448","16.5921805496","12.768","","10.2089110056","6.2258764515","6.384","3.679","0","","5.4136364331","9.48","","1.107880176","","0.032","0.4940109991","0.3550571064","","0.0817232258","0.000013008","0.0387346768","0.0272544","0.0136924176","0.0004501768","0.006912","0.00114","","0.001456","0","0.000427","","0.0000765548","0.00003","","0.0000004064","","","0","","0","0","","","","","0","","","1857.9256665587"
"2024-07-10","438.644587378","340.6707379692","365.424","214.6250041701","94.5504751976","73.773557197","0.0579967585","45.7940108187","32.9161122083","20.3593548384","28.5414516437","33.9370395117","21.7093073794","25.5594562928","48.3105806448","16.4369495594","12.768","","10.2075566856","6.2258944515","6.384","3.619","0","","5.4144","9.48","","1.107778176","","0.032","0.4933705492","0.3550517064","","0.0798280645","0.0000128725","0.0382070424","0.0269705","0.0136924176","0.0004501768","","0.000947","","0.00142","0","0.000364","","0.0000765395","0.0000295","","0.0000004064","0.00000125","","0","","0","0","","","","","0","","","1857.559672906"
"2024-07-11","438.7631226134","340.6707453924","365.424","214.6259307282","94.2108011589","74.0438177446","0.0579967585","45.7940109371","32.6370603571","20.3593548384","28.5388033802","33.9367371093","21.7108627438","25.6866070694","48.1374454339","16.5127091732","12.768","3.785752373","10.2084410856","6.2258756515","6.384","3.166","0","336","5.4146463505","9.48","","1.107772176","","0.032","0.4924197503","0.3550583064","","0.0819290323","0.000013008","0.0381770424","0.0272544","0.0136924176","0.0004501768","","0.000937","","0.001464","0","0.000371","","0.0000773827","0.00007","","0.0000004064","","","0","","0","0","","","","","0","","","2196.6944069979"
"2024-07-12","438.7626442415","338.6253038337","365.424","214.6263720388","94.0243412398","73.7735782414","0.0579967585","45.7940111036","32.986632222","20.3593548384","28.6153877466","33.9437294596","21.7103312409","25.9136965043","48.3105806448","16.5121623296","12.768","141.9451623299","10.2085632456","6.2258672515","6.384","2.626","0","0","5.4244","9.48","","1.107772176","","0.032","0.4908077474","0.3550619064","","0.0821229032","0.000013008","0.0387196768","0.0272544","0.0136924176","0.0004501768","","0.00087","","0.001488","0","0.000382","","0.0000773827","0.00006","","0.0000004064","","","0","","0","0","","","","","0","","","1996.6528874718"
"2024-07-13","438.6407678239","340.6707506235","365.424","214.6268633273","93.9956516615","73.7736668044","0.0579967585","45.7940112812","32.612562946","20.3593548384","17.4050948129","33.9448314437","21.7097476549","25.9072577158","48.3105806448","16.4377557518","12.768","323.78116128","10.2088522056","6.2258756515","6.384","2.431","0","0","5.4244","9.48","","1.107808176","","0.032","0.4904449786","0.3550637064","","0.0801635484","0.000013008","0.0387196768","0.0272544","0.0136924176","0.0004501768","","0.000872","","0.0015","0","0.000382","","0.0000773827","0.0000695","","0.0000004064","","","0","","0","0","","","","","0","","","2168.5226946034"
"2024-07-14","438.7366986579","340.6707581928","365.424","214.6267611253","94.0078582792","73.7736104589","0.0579967585","45.7940114107","32.9623171095","20.3593548384","15.7920382057","33.9432096006","21.7091476139","25.961111376","48.3105806448","16.391369607","12.7680003057","323.78116128","10.2083342856","6.2258816515","6.384","2.503","0","0","5.4144","9.48","","1.107775176","","0.032","0.4886422881","0.3550673064","","0.0822874194","0.000013008","0.0381970424","0.0272544","0.0136924176","0.0004501768","","0.00085","","0.001524","0","0.000399","","0.0000773827","0.00003","","0.0000004064","","","0","","0","0","","","","","0","","","2167.4338614258"
"2024-07-15","461.3668886862","198.452282373","365.424","214.6267011474","94.610256685","73.7735790194","0.0579967585","50.9719606177","32.6529106018","20.3593548384","15.8183222865","33.9381861863","21.7093242936","25.9999869076","48.3105806448","16.5751704998","12.768","323.78116128","10.2081545256","6.2258804515","6.384","3.181","0","0","5.4871038294","9.48","","1.107823176","","0.032","0.4933613049","0.3550685064","","0.0802406452","0.000013008","0.0382070424","0.0272544","0.0136924176","0.0004501768","","0.001148","","0.001532","0","0.000444","","0.0000773827","0.0000295","","0.0000004064","0.00000125","","0","0.0000000025","0","0","","","","","0","","","2054.3141448514"
"2024-07-16","440.9898511455","156.5415863904","258.685966566","214.6260498602","94.9232201447","73.7738799523","0.0579967585","54.4639127952","32.6947359363","20.3593548384","15.8266019291","33.9387729188","21.7094132623","25.9367098879","48.3105806448","16.6229129751","12.768","323.78116128","10.2091608456","6.2258904515","6.384","3.835","0","0","5.5364524615","9.48","","1.107787176","","0.032","0.4958811111","0.3550691064","","0.0822748387","0.000013008","0.0387146768","0.0272544","0.0136924176","0.0004501768","","0.001644","","0.001536","0","0.000387","","0.0000773827","0.00007","","0.0000004064","","","0","","0","0","","","","","0","","","1889.8380627446"
"2024-07-17","435.9751668932","156.5415924144","","214.6265359064","95.0305786642","73.77375423","0.0579967585","54.4635347201","32.6961220805","20.3593548384","15.860876404","33.9401320089","21.7093328603","25.9936054881","48.1588054908","16.5608451197","12.768","323.78116128","10.2084194856","6.2258648515","6.384","3.826","0","0","5.5327112567","9.48","","1.107775176","","0.032","0.4981181237","0.3550697064","","0.0802632258","0.000013008","0.0387196768","0.0272544","0.0136924176","0.0004501768","","0.001219","","0.00154","0","0.000395","","0.0000776138","0.00006","","0.0000004064","","","0","","0","0","","","","","0","","","1626.1110386826"
"2024-07-18","435.7336290586","156.5415961824","","214.6264973222","50.4714494172","73.7739546712","0.0579967585","54.4632757636","33.0675214837","20.3593548384","15.8555747068","33.9376163769","21.7092868476","26.0153973503","48.3105806448","16.5498471454","12.768","201.0395868565","10.2082430856","6.2242354703","6.384","3.037","0","0","5.5177827008","9.48","","1.107829176","","0.032","0.49919905","0.3550649064","","0.0802987097","0.000013008","0.0381970424","0.0272544","0.0136924176","0.0004501768","","0.0011","","0.001508","0","0.000384","","0.00007769","0.0000695","","0.0000004064","","","0","","0","0","","","","","0","","","1458.2895651641"
"2024-07-19","437.0570523578","156.5416000704","","214.6265308213","94.2733088144","74.0439472871","0.0579967585","54.4632397535","32.6958984981","20.3593548384","15.8330302111","33.9381305463","21.7091350576","26.12226706","48.3105806448","16.5240726107","12.768","25.157922653","10.2083789256","6.2258992515","6.384","2.902","0.738","0","5.5164984481","9.48","","1.107805176","","0.032","0.5300167366","0.3550697064","","0.0804225806","0.000013008","0.0387796768","0.0272544","0.0136924176","0.0004501768","","0.000937","","0.00154","0","0.000394","","0.00007769","0.00003","","0.0000004064","","","0","","0","0","","","","","0","","","1328.1253275834"
"2024-07-20","435.5292353277","156.5416041264","","214.6247849505","94.1883874153","73.7737080759","0.0579967585","54.4630865209","33.0754769505","20.3593548384","15.7285632228","33.9391335456","21.7097249963","26.0875569118","48.3105806448","16.3960048613","12.768","26.63432256","10.2094090056","6.2258488515","6.384","2.788","10.752","0","5.516633533","9.48","","1.107787176","","0.032","0.500683739","0.3550691064","","0.08037","0.000013008","0.0387446768","0.0272544","0.0136924176","0.0004501768","","0.000912","","0.001536","0","0.000394","","0.0000776872","0.0000295","","0.0000004064","0.00000125","","0","","0","0","","","","","0","","","1337.702428641"
"2024-07-21","435.7363261378","156.5416079664","","214.6240103188","94.8544513897","73.7730385933","0.0579967585","54.4631174492","32.7133520005","20.3593548384","15.8717334837","33.939598472","21.7108996787","26.0973599448","48.3105806448","16.4729864179","12.768","26.63432256","10.2082109256","6.2258580515","6.384","3.76","10.752","0","5.5162098213","9.48","","1.107772176","","0.032","0.5034846665","0.3550691064","","0.0804554839","0.000013008","0.0387146768","0.0272544","0.0136924176","0.0004501768","","0.001397","","0.001536","0","0.000392","","0.00007769","0.00007","","0.0000004064","","","0","","0","0","","","","","0","","","1339.4173946613"
"2024-07-22","435.6469266765","156.5416115184","","214.6257212664","94.6378089501","73.8092680307","0.0579967585","54.4629492427","33.4717078931","20.3593548384","15.814023831","33.9375102679","21.7094391352","26.1875613212","48.3105806448","16.4921546245","12.768","26.63432256","10.2081206856","6.2258904515","6.384","3.346","10.752","0","5.4973703292","9.48","","1.107772176","","0.032","0.5107978963","0.3550637064","","0.0804064516","0.000013008","0.0381820424","0.0272544","0.0136924176","0.0004501768","","0.001208","","0.0015","0","0.000385","","0.00007769","0.00006","","0.0000004064","","","0","","0","0","","","","","","","","1339.5291823972"
"2024-07-23","438.6144641169","156.5415691824","","214.6252463157","94.6568976903","73.7890568002","8.9066186342","54.4650300315","32.7958312843","20.3593548384","15.9285965142","33.9361441419","21.7094165879","26.0197041292","48.3105806448","16.5604102877","12.768","26.63432256","10.2081305256","6.2258596515","6.384","4.162","10.769068","0","5.5000938937","9.48","10.45292","1.108156176","","0.032","0.5115553458","0.3550667064","","0.0803570968","0.000013008","0.0387196768","0.0272544","0.0136924176","0.0004501768","","0.00144","","0.00152","0","0.000441","","0.00007769","0.0000695","","0.0000004064","","","0","0.000000008","0","0","","","","","","","","1361.974129439"
"2024-07-24","435.8168598311","156.5415400224","","214.6246544586","95.5402261622","73.7910738887","15.291666068","54.4630402816","33.4520992155","20.3593548384","16.2262976224","33.9387247707","21.7096862809","25.9724649502","48.3105806448","16.5930003752","12.768","26.63432256","10.2092071656","6.2259028515","6.384","4.423","10.761339","0","5.5046607336","9.48","17.95468","1.107820176","","0.032","0.5161642609","0.3550667064","","0.0804135484","0.000013008","0.0387346768","0.0272544","0.0136924176","0.0004501768","","0.001392","","0.00152","0","0.000387","","0.00007769","0.00003","","0.0000004064","","","0","0.0000000006","0","0","","","","","","","","1375.1513981893"
"2024-07-25","436.5420031466","156.5415434304","","214.624889045","96.2401086073","74.1061912387","15.2707799661","54.4640591826","32.5567094218","20.3593548384","16.0205196781","33.9511607314","21.7095611852","26.5652484636","48.3105806448","16.4978614149","12.768","26.63432256","10.2082008456","6.2258520515","6.384","4.549","10.719087","0","5.5205760193","9.48","17.941","1.107784176","","0.032","0.5164656397","0.3550631064","","0.0804632258","0.0000128725","0.0382070424","0.0272544","0.0136924176","0.0004501768","","0.001757","","0.001496","0","0.000387","0.0093298944","0.00007769","0.0000295","","0.0000004064","0.00000125","","0","","0","0","","","","","","","","1376.3750812693"
"2024-07-26","432.0693312974","155.8171052304","","214.6244549795","94.3223109243","73.6408831461","15.2929770961","54.4641362584","32.7370703915","20.3593548384","16.0209029055","33.9455096692","21.7094594651","26.5580850597","48.3105806448","16.4531887849","12.768","32.0444574239","10.2083153256","6.2258712515","6.384","2.977","10.656","0","5.4465297274","9.48","17.9242","1.107778176","","0.032","0.5182484224","0.3550667064","","0.080483871","0.000013008","0.0387146768","0.0272544","0.0136924176","0.0004501768","","0.001119","","0.00152","0","0.000391","","0.00007769","0.00007","","0.0000004064","","","0","","0","0","","","","","","","","1372.6166043711"
"2024-07-27","431.2222071132","156.5415546384","","214.6239764153","94.3021405679","73.1924664099","15.2833252561","54.4637972276","32.7177347303","20.3593548384","15.9484707255","33.9473279887","21.7092663233","26.5879740833","48.3105806448","16.3383298981","12.768","33.61548384","10.2078041256","6.2258536515","6.384","3.136","10.668699","0","5.4427675571","9.48","17.9536","1.107772176","","0.032","0.5187333979","0.3550679064","","0.0803216129","0.000013008","0.0387196768","0.0272544","0.0136924176","0.0004501768","","0.000951","","0.001528","0","0.00046","","0.00007769","0.00006","","0.0000004064","","","0","","0","0","","","","","","","","1373.6078169038"
"2024-07-28","433.1285459597","156.5415580464","","214.6242573328","94.2145389617","73.1880807081","15.2860876561","54.463749856","32.4172205519","20.3593548384","16.0139379045","33.9551074343","21.7105007023","26.6213228055","48.3105806448","16.369434773","12.768","33.61548384","10.2093233256","6.223772969","6.384","2.707","10.670543","0","5.4471","9.48","17.9494","1.107886176","","0.032","0.5200831764","0.3550685064","","0.0803464516","0.0000631622","0.0387196768","0.0272544","0.0136924176","0.0004501768","","0.00097","","0.001532","0","0.000395","","0.00007769","0.0000695","","0.0000004064","","","0","","0","0","","","","","","0","","1374.8375100503"
